site_id,priority,clinic,province,district,backhaul_cluster,cluster_tier,rollout_phase,address,latitude,longitude,geocode_source,geocode_confidence,recommended_access_technology,notes,dfa_status,dfa_nearnet_distance_m,dfa_products_available,dfa_reference,checked_date
UNJ-234,3,Letlhabile,North West,Bojanala,NW Platinum Belt,2,3,"Gereformeerde Kerk, 2038 Letlhabile Block A, Letlhabile",-25.4869375,27.8361094,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-235,3,Madikwe,North West,Bojanala,NW Platinum Belt,2,3,"298 Kukama Street, Madikwe",-25.3540697,26.5295601,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-245,3,Mahikeng,North West,Mahikeng,NW Mahikeng / Zeerust,3,4,"The Crossing, Bessemer Street, Mafikeng Industrial, Mahikeng",-25.8362633,25.6340031,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-236,3,Mogwase,North West,Bojanala,NW Platinum Belt,2,3,"515 Unit 2, Kagiso Drive, Mogwase",-25.2800126,27.2149144,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-237,3,Mooinooi,North West,Bojanala,NW Platinum Belt,2,3,"Bellingham Street, Mooinooi",-25.7508035,27.5571677,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-248,3,Moruleng,North West,Moses Kotane,NW Platinum Belt,2,3,"20266 Rasepane Section, Moruleng",-25.1545081,27.1778095,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-246,3,Oukasie,North West,Moretele,NW Platinum Belt,2,3,"Joseph Catholic Church, Portion 628 Roodekopjes, Oukasie, Brits",-25.6141362,27.7923058,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-244,3,Ramogodi,North West,Madibeng,NW Platinum Belt,2,3,"Cnr Pilan and Kgoare Road, Ramogodi",-25.6178262,27.963733,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-238,3,Sondela,North West,Bojanala,NW Platinum Belt,2,3,"Sondela Taxi Rank, 17074 Boitekong Ext 22, Sondela, Rustenburg",-25.6139939,27.2626648,Google Places,AUTO-GEOCODED,Tarana FWB 50 Mbps primary; LTE uncapped fallback,,,,,,
UNJ-243,3,Swartruggens,North West,Kgetleng River,NW Mahikeng / Zeerust,3,4,"Aletta Street, Swartruggens",-25.6500875,26.686674,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-242,3,Vryburg,North West,Dr Ruth Segomotsi Mompati,NW Far West,4,5,"50 Market Street, next to Shoprite, Vryburg",-26.9574975,24.7251682,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-254,3,Zeerust,North West,Ngaka Modiri Molema,NW Mahikeng / Zeerust,3,4,"Shop 35, Autumn Leaf Mall, Zeerust",-25.54558,26.099705,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-255,3,Kimberley,Northern Cape,Frances Baard,Northern Cape,5,5,"Erf 21985, John Daka Phase 2, Kimberley",-28.7209375,24.7240625,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-259,3,George,Western Cape,George,Garden Route,5,5,"1 Saagmeul Street, George East, George",-33.9573887,22.4569853,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
